common_name,scientific_name,latitude,longitude,observed_on,grid_id
Cachudito pico negro,Anairetes parulus,-54.805471,-68.219771,2021-05-01,235
Comesebo patagónico,Phrygilus patagonicus,-54.8240249911,-68.355657755,2021-05-01,233
Rayadito,Aphrastura spinicauda,-54.82401025,-68.3557051569,2021-05-01,233
Pato Overo,Mareca sibilatrix,-54.8177438683,-68.319530189,2021-05-01,233
Matamico blanco,Daptrius albogularis,-54.7954167363,-68.2259908015,2021-05-01,235
Águila mora,Geranoaetus melanoleucus,-54.7955845114,-68.2260659026,2021-05-01,235
Esparvero austral,Astur chilensis,-54.7956628507,-68.2261364047,2021-05-01,235
Rayadito,Aphrastura spinicauda,-54.7952510268,-68.2263290199,2021-05-01,235
Águila mora,Geranoaetus melanoleucus,-54.7968079764,-68.2283135729,2021-05-01,235
Comesebo patagónico,Phrygilus patagonicus,-54.7891772446,-68.2205980789,2021-05-01,281
Halconcito colorado,Falco sparverius,-54.7985452685,-68.2275985843,2021-05-01,235
Cabecitanegra austral,Spinus barbatus,-54.7883456842,-68.2203569116,2021-05-01,281
Diucón,Pyrope pyrope,-54.7968546261,-68.2282026493,2021-05-01,235
Matamico blanco,Daptrius albogularis,-54.7970204434,-68.2284325643,2021-05-01,235
Cabecitanegra austral,Spinus barbatus,-54.7969304071,-68.2285075359,2021-05-01,235
Chimango,Daptrius chimango,-54.7880615119,-68.2207511086,2021-05-01,281
Gorrión Doméstico,Passer domesticus,-54.7968424839,-68.2282376293,2021-05-01,235
Zorzal patagónico,Turdus falcklandii,-54.7965954241,-68.3012288713,2021-05-01,234
Picolezna patagónico,Pygarrhichas albogularis,-54.7965954241,-68.3012288713,2021-05-01,234
Comesebo patagónico,Phrygilus patagonicus,-54.79688648,-68.31804248,2021-05-02,233
Remolinera araucana,Cinclodes patagonicus,-54.8359857954,-68.3142677877,2021-05-02,233
Chorlito pecho canela,Zonibyx modestus,-54.8384366687,-68.3183347275,2021-05-02,233
Quetro volador,Tachyeres patachonicus,-54.8386288405,-68.3191601659,2021-05-02,233
Pato Crestón,Lophonetta specularioides,-54.8355802155,-68.3132062107,2021-05-02,233
Tordo patagónico,Curaeus curaeus,-54.82102861,-68.3240023,2021-05-03,233
Chimango,Daptrius chimango,-54.7948661413,-68.2332130149,2021-05-03,234
Pato Crestón,Lophonetta specularioides,-54.83882187,-68.35761067,2021-05-03,233
Ostrero negro,Haematopus ater,-54.8390304615,-68.3568719029,2021-05-03,187
Gaviota cocinera,Larus dominicanus,-54.8375891,-68.3576817,2021-05-03,233
Pato Barcino,Anas flavirostris,-54.8389059265,-68.3518632129,2021-05-03,233
Chorlito pecho canela,Zonibyx modestus,-54.83878421,-68.36252011,2021-05-03,233
Zorzal patagónico,Turdus falcklandii,-54.8309439554,-68.3391274788,2021-05-03,233
Pato Overo,Mareca sibilatrix,-54.8373748322,-68.3495616251,2021-05-03,233
Pato Barcino,Anas flavirostris,-54.8375468233,-68.3492322263,2021-05-03,233
Pato Crestón,Lophonetta specularioides,-54.8375156985,-68.3502254262,2021-05-03,233
Gaviota cocinera,Larus dominicanus,-54.8382612592,-68.3496087243,2021-05-03,233
Quetro volador,Tachyeres patachonicus,-54.8094411416,-68.3100120351,2021-05-03,233
Cormorán cuello negro,Leucocarbo magellanicus,-54.80918523,-68.30841405,2021-05-03,233
Cormorán imperial,Leucocarbo atriceps,-54.8442378996,-68.3538855154,2021-05-03,187
Remolinera araucana,Cinclodes patagonicus,-54.80910577,-68.30850718,2021-05-03,233
Ostrero negro,Haematopus ater,-54.8388650583,-68.3567125137,2021-05-03,233
Carancho,Caracara plancus,-54.81713322,-68.31881545,2021-05-03,233
Loica,Leistes loyca,-53.7923538589,-67.6723557338,2021-05-02,1300
Jote cabeza colorada,Cathartes aura,-54.79895621,-68.27791423,2021-05-05,234
Chimango,Daptrius chimango,-54.79892967,-68.27764201,2021-05-05,234
Gaviota cocinera,Larus dominicanus,-54.798833194,-68.2774858922,2021-05-05,234
Pato maicero,Anas georgica,-54.8177438683,-68.3195328712,2021-05-01,233
Paloma Doméstica,Columba livia,-54.8111864869,-68.3159171413,2021-05-01,233
Gorrión Doméstico,Passer domesticus,-54.7899861808,-68.2222909123,2021-05-01,281
Carancho,Caracara plancus,-54.7886526001,-68.2211805015,2021-05-01,281
Gorrión Doméstico,Passer domesticus,-54.7989887757,-68.2784313709,2021-05-10,234
Pato Crestón,Lophonetta specularioides,-54.8178534,-68.32003047,2021-05-13,233
Garza bruja,Nycticorax nycticorax,-54.8096243127,-68.3094132319,2021-05-10,233
Pato Crestón,Lophonetta specularioides,-54.8140477959,-68.3165016398,2021-05-10,233
Diucón,Pyrope pyrope,-54.8570546438,-68.4526820853,2021-05-15,186
Cormorán cuello negro,Leucocarbo magellanicus,-54.8564378396,-68.440005295,2021-05-15,186
Ostrero negro,Haematopus ater,-54.85645136,-68.44003391,2021-05-15,186
Cachaña,Enicognathus ferrugineus,-54.7741987019,-68.260756284,2021-05-16,280
Carancho,Caracara plancus,-54.77969405,-68.23313619,2021-05-16,280
Matamico blanco,Daptrius albogularis,-54.77981551,-68.23303717,2021-05-16,280
Rayadito,Aphrastura spinicauda,-54.7593594973,-68.2460963354,2021-05-16,280
Bandurria austral,Theristicus melanopis,-54.7115083333,-68.0594638333,2021-01-09,329
Chimango,Daptrius chimango,-54.817425,-67.504525,2019-11-09,244
Tero,Vanellus chilensis,-54.811455,-68.3183533333,2020-01-21,233
Carancho,Caracara plancus,-54.8174666667,-67.5046533333,2021-01-20,244
Cormorán real,Leucocarbo atriceps,-54.8433410047,-68.3706732785,2018-12-04,187
Tordo patagónico,Curaeus curaeus,-54.8319976,-68.3617463,2021-06-04,233
Diucón,Pyrope pyrope,-54.850942453,-67.5018649018,2018-02-08,198
Pato Crestón,Lophonetta specularioides,-52.6733127492,-68.5942783887,2019-11-10,2438
Gaviota cocinera,Larus dominicanus,-54.8662437206,-68.080644733,2018-02-10,190
Gaviota capucho café,Chroicocephalus maculipennis,-53.7540713514,-67.7260029186,2019-11-24,1345
Loica,Leistes loyca,-53.6987608175,-67.8361972751,2019-11-30,1390
Comesebo patagónico,Phrygilus patagonicus,-54.5663164506,-67.2887191364,2019-10-13,523
Chimango,Daptrius chimango,-54.604534728,-67.433112087,2019-09-29,475
Garza bruja,Nycticorax nycticorax,-54.8100159999,-68.3119106004,2020-02-09,233
Comesebo patagónico,Phrygilus patagonicus,-54.8170916903,-68.3145654202,2021-05-14,233
Carancho,Caracara plancus,-54.8358256992,-68.5696989992,2017-02-20,230
Pato Crestón,Lophonetta specularioides,-54.8136453512,-68.3188175242,2021-06-25,233
Zorzal patagónico,Turdus falcklandii,-54.8166166613,-68.3439033333,2021-05-26,233
Garza bruja,Nycticorax nycticorax,-54.8140478,-68.3165017,2021-05-20,233
Tero,Vanellus chilensis,-54.8140478,-68.3165017,2020-12-15,233
Diucón,Pyrope pyrope,-54.793488,-68.2337498,2019-06-19,280
Gaviota cocinera,Larus dominicanus,-54.8117306311,-68.3154418505,2021-07-02,233
Comesebo patagónico,Phrygilus patagonicus,-54.7849019496,-68.273959231,2021-06-03,280
Pato Crestón,Lophonetta specularioides,-54.8123770128,-68.3146299098,2020-07-10,233
Garza bruja,Nycticorax nycticorax,-54.6925774,-68.1778751,2021-05-04,373
Pato Crestón,Lophonetta specularioides,-54.8141441193,-68.3167880937,2020-07-05,233
Garza bruja,Nycticorax nycticorax,-54.8019121,-68.3029511,2010-12-07,234
Bandurria austral,Theristicus melanopis,-54.8512648012,-68.5728827349,2013-01-19,184
Comesebo patagónico,Phrygilus patagonicus,-54.8454340063,-68.5601805914,2013-01-19,184
Zorzal patagónico,Turdus falcklandii,-54.8239537731,-68.3555632261,2021-07-13,233
Comesebo patagónico,Phrygilus patagonicus,-54.8239910859,-68.3555245401,2021-07-13,233
Rayadito,Aphrastura spinicauda,-54.8239960238,-68.3555890315,2021-07-13,233
Cabecitanegra austral,Spinus barbatus,-54.8239108273,-68.3553225129,2021-07-13,233
Carancho,Caracara plancus,-54.7757633333,-68.2500383333,2020-02-19,280
Dormilona fraile,Muscisaxicola flavinucha,-54.797307626,-68.3767465393,1993-12-26,233
Remolinera araucana,Cinclodes patagonicus,-54.7939228841,-68.3850974405,1993-12-26,278
Agachona patagónica,Attagis malouinus,-52.9247051092,-68.3776485774,2021-07-29,2165
Chorlito doble collar,Anarhynchus falklandicus,-53.0546110628,-68.2468513208,2021-07-29,2028
Jilguero austral,Sicalis lebruni,-53.0811074667,-68.2349833366,2021-07-29,2028
Gaviota cocinera,Larus dominicanus,-53.0797584508,-68.2360776779,2021-07-29,2028
Comesebo patagónico,Phrygilus patagonicus,-54.79748614,-68.26851787,2021-08-03,234
Gorrión Doméstico,Passer domesticus,-54.7974906,-68.2687004,2021-08-03,234
Chimango,Daptrius chimango,-54.79734359,-68.27368229,2021-08-03,234
Gaviota cocinera,Larus dominicanus,-54.79750126,-68.27358955,2021-08-03,234
Cachaña,Enicognathus ferrugineus,-54.8106130295,-68.3239377767,2019-12-07,233
Chimango,Daptrius chimango,-54.8106130295,-68.3239377767,2019-05-15,233
Comesebo patagónico,Phrygilus patagonicus,-54.8106130295,-68.3239377767,2019-06-09,233
Cabecitanegra austral,Spinus barbatus,-54.8106130295,-68.3239377767,2019-07-16,233
Esparvero austral,Astur chilensis,-54.8106130295,-68.3239377767,2021-05-28,233
Tordo patagónico,Curaeus curaeus,-54.8106130295,-68.3239377767,2021-06-02,233
Zorzal patagónico,Turdus falcklandii,-54.8210053733,-68.3242029324,2021-08-07,233
Gorrión Doméstico,Passer domesticus,-54.8127659,-68.33094003,2021-08-09,233
Gaviota cocinera,Larus dominicanus,-54.80990178,-68.31213319,2021-08-10,233
Cormorán imperial,Leucocarbo atriceps,-54.81048036,-68.31388152,2021-08-10,233
Pato Crestón,Lophonetta specularioides,-54.81159393,-68.31840748,2021-08-10,233
Quetro volador,Tachyeres patachonicus,-54.81180849,-68.31898849,2021-08-10,233
Gaviota capucho café,Chroicocephalus maculipennis,-54.81285454,-68.31930116,2021-08-10,233
Pato Barcino,Anas flavirostris,-54.76414,-68.26062,2017-12-22,280
Dormilona canela,Muscisaxicola capistratus,-53.8363048236,-67.7927182037,2018-09-16,1252
Jilguero austral,Sicalis lebruni,-53.8361884236,-67.7923691074,2018-09-16,1252
Tero,Vanellus chilensis,-53.7831889344,-67.9407596008,2018-09-01,1296
Pato Crestón,Lophonetta specularioides,-53.7849760973,-67.9419080031,2018-09-01,1296
Playerito unicolor,Calidris bairdii,-53.7945551792,-67.7593219006,2018-09-08,1299
Agachona chica,Thinocorus rumicivorus,-53.7998980801,-67.6633937324,2020-11-21,1300
Agachona chica,Thinocorus rumicivorus,-53.7899702917,-67.9101260271,2018-09-09,1297
Loica,Leistes loyca,-53.7946549399,-67.7834021408,2018-09-15,1298
Pato Crestón,Lophonetta specularioides,-54.83387422,-68.30894312,2021-08-13,233
Comesebo patagónico,Phrygilus patagonicus,-54.83929882,-68.31494045,2021-08-13,187
Quetro volador,Tachyeres patachonicus,-54.83842365,-68.31746137,2021-08-13,233
Cormorán imperial,Leucocarbo atriceps,-54.83621527,-68.31432298,2021-08-13,233
Chimango,Daptrius chimango,-54.8209723423,-68.324271664,2021-08-14,233
Chimango,Daptrius chimango,-54.82368855,-68.35656546,2021-08-15,233
Rayadito,Aphrastura spinicauda,-54.8246301,-68.36130948,2021-08-15,233
Ratona,Troglodytes musculus,-54.70421,-68.11129,2016-12-13,328
Jote cabeza colorada,Cathartes aura,-54.79480295,-68.24282178,2021-08-17,234
Zorzal patagónico,Turdus falcklandii,-54.82911914,-68.42696896,2021-08-22,232
Pato Crestón,Lophonetta specularioides,-54.81157476,-68.31857533,2021-08-26,233
Cabecitanegra austral,Spinus barbatus,-54.81331859,-68.34407324,2021-08-27,233
Cabecitanegra austral,Spinus barbatus,-54.81326863,-68.34484111,2021-08-27,233
Comesebo patagónico,Phrygilus patagonicus,-54.8132687,-68.34498799,2021-08-27,233
Zorzal patagónico,Turdus falcklandii,-54.81326457,-68.34607302,2021-08-27,233
Gaviota cocinera,Larus dominicanus,-54.83426991,-68.34011293,2021-08-28,233
Chimango,Daptrius chimango,-54.83441105,-68.34130669,2021-08-28,233
Pato Crestón,Lophonetta specularioides,-54.8372618,-68.35053062,2021-08-28,233
Gaviota cocinera,Larus dominicanus,-54.83446335,-68.34327701,2021-08-28,233
Cormorán cuello negro,Leucocarbo magellanicus,-54.832113034,-68.3237553584,2021-08-24,233
Gaviota cocinera,Larus dominicanus,-54.81816978,-68.32051162,2021-09-02,233
Pato Crestón,Lophonetta specularioides,-54.81711058,-68.31869525,2021-09-02,233
Chingolo,Zonotrichia capensis,-54.81808797,-68.31639372,2021-09-02,233
Chingolo,Zonotrichia capensis,-54.81900881,-68.31853269,2021-09-02,233
Ratona aperdizada,Cistothorus platensis,-54.8176498484,-68.3168695818,2011-12-26,233
Cachirla goteada,Anthus correndera,-54.8183022577,-68.3177319902,2011-12-26,233
Loica,Leistes loyca,-54.8169948507,-68.3188411544,2017-03-08,233
Martín pescador grande,Megaceryle torquata,-54.8177438683,-68.319530189,2017-03-08,233
Lechuza bataraz,Strix rufipes,-54.71928094,-68.13479583,2021-09-05,328
Chimango,Daptrius chimango,-54.83723949,-68.56269235,2021-09-06,230
Comesebo patagónico,Phrygilus patagonicus,-54.83717155,-68.56268633,2021-09-06,230
Zorzal patagónico,Turdus falcklandii,-54.83631013,-68.56258241,2021-09-06,230
Macá grande,Podiceps major,-54.8333206,-68.56313801,2021-09-06,230
Cachaña,Enicognathus ferrugineus,-54.83259633,-68.56410789,2021-09-06,230
Rayadito,Aphrastura spinicauda,-54.83251911,-68.56408551,2021-09-06,230
Rayadito,Aphrastura spinicauda,-54.83050546,-68.56340703,2021-09-06,230
Macá grande,Podiceps major,-54.83112634,-68.56517644,2021-09-06,230
Chingolo,Zonotrichia capensis,-54.83269156,-68.56419546,2021-09-06,230
Zorzal patagónico,Turdus falcklandii,-54.83497398,-68.56225593,2021-09-06,230
Chimango,Daptrius chimango,-54.82234387,-68.33008748,2021-09-08,233
Halconcito colorado,Falco sparverius,-54.8194049816,-68.3219686523,2021-09-10,233
Pato Crestón,Lophonetta specularioides,-54.81799144,-68.32013385,2021-09-10,233
Pato Barcino,Anas flavirostris,-54.81790236,-68.31996713,2021-09-10,233
Pato maicero,Anas georgica,-54.81863244,-68.31825376,2021-09-10,233
Ostrero austral,Haematopus leucopodus,-54.83898777,-68.35657241,2021-09-11,187
Chorlito pecho canela,Zonibyx modestus,-54.83894135,-68.3565862,2021-09-11,233
Ostrero negro,Haematopus ater,-54.83943417,-68.35466749,2021-09-11,187
Gaviota cocinera,Larus dominicanus,-54.83794788,-68.35963191,2021-09-11,233
Tero,Vanellus chilensis,-54.84072961,-68.36428847,2021-09-11,187
Gaviota cocinera,Larus dominicanus,-54.84164355,-68.36548063,2021-09-11,187
Quetro volador,Tachyeres patachonicus,-54.8419066319,-68.3666086569,2021-09-11,187
Tero,Vanellus chilensis,-54.84142076,-68.36525183,2021-09-11,187
Carancho,Caracara plancus,-54.8443770344,-68.5636534019,2018-04-02,184
Martín pescador grande,Megaceryle torquata,-54.8453215465,-68.5641445816,2018-04-02,184
Cisne cuello negro,Cygnus melancoryphus,-54.8351539695,-68.56339787,2018-07-09,230
Carancho,Caracara plancus,-54.8370841377,-68.5620376534,2018-07-09,230
Diucón,Pyrope pyrope,-54.8376019249,-68.5621946636,2018-07-09,230
Gallareta ligas rojas,Fulica armillata,-54.8168371555,-68.3189469665,2018-07-20,233
Carancho,Caracara plancus,-54.8400693049,-68.3204851263,2018-07-22,187
Biguá,Nannopterum brasilianum,-54.8388434995,-68.320468801,2018-07-22,233
Ostrero austral,Haematopus leucopodus,-54.83890082,-68.3209755152,2018-07-22,233
Picolezna patagónico,Pygarrhichas albogularis,-54.8239877757,-68.3556795662,2018-07-22,233
Dormilona cara negra,Muscisaxicola maclovianus,-54.8549031013,-68.5783432101,2018-10-06,184
Chingolo,Zonotrichia capensis,-54.8551447778,-68.5781057671,2018-10-06,184
Bandurria austral,Theristicus melanopis,-54.854723855,-68.5784640437,2018-10-06,184
Diucón,Pyrope pyrope,-54.8553787068,-68.5770432203,2018-10-06,184
Caburé grande,Glaucidium nana,-54.8567792002,-68.5743697142,2018-10-06,184
Águila mora,Geranoaetus melanoleucus,-54.859191627,-68.5671082583,2018-10-06,184
Pato Barcino,Anas flavirostris,-54.8588699634,-68.5676794047,2018-10-06,184
Macá grande,Podiceps major,-54.8604014426,-68.5596327777,2018-10-06,184
Ratona,Troglodytes musculus,-54.8565846464,-68.5743829754,2018-10-06,184
Pato Crestón,Lophonetta specularioides,-54.8602009104,-68.5616545707,2018-10-06,184
Zorzal patagónico,Turdus falcklandii,-54.8559229454,-68.5746294032,2018-10-06,184
Águila mora,Geranoaetus melanoleucus,-54.8555881169,-68.5749346708,2018-10-06,184
Biguá,Nannopterum brasilianum,-54.845805109,-68.5642342649,2018-10-06,184
Loica,Leistes loyca,-54.8176283361,-68.3199641023,2018-10-06,233
Garza bruja,Nycticorax nycticorax,-54.809345371,-68.3091428119,2018-10-06,233
Cormorán cuello negro,Leucocarbo magellanicus,-54.8095213273,-68.3081281189,2018-10-06,233
Remolinera araucana,Cinclodes patagonicus,-54.8092574104,-68.3087558016,2018-10-06,233
Biguá,Nannopterum brasilianum,-54.80919698,-68.3082513526,2018-10-06,233
Águila mora,Geranoaetus melanoleucus,-54.7939569196,-68.2261774081,2018-10-06,281
Matamico blanco,Daptrius albogularis,-54.7900057705,-68.2208968235,2018-11-11,281
Águila mora,Geranoaetus melanoleucus,-54.7946939291,-68.2261538387,2018-11-11,235
Peutrén,Colorhamphus parvirostris,-54.8566589006,-68.5743154722,2017-09-23,184
Caburé grande,Glaucidium nana,-54.8568192685,-68.5743141047,2017-09-23,184
Zorzal patagónico,Turdus falcklandii,-54.8111779024,-68.3272362582,2021-09-13,233
Zorzal patagónico,Turdus falcklandii,-54.82096224,-68.32418864,2021-09-16,233
Agachona patagónica,Attagis malouinus,-54.6853314556,-67.8592798859,2021-09-16,377
Bandurria austral,Theristicus melanopis,-54.8168758,-68.58143346,2021-09-25,230
Remolinera araucana,Cinclodes patagonicus,-54.8486907594,-68.3817578566,2015-03-31,186
Gaviota cocinera,Larus dominicanus,-54.8313616,-68.32506606,2021-09-26,233
Sobrepuesto austral,Lessonia rufa,-54.8320789,-68.32331574,2021-09-26,233
Gaviota cocinera,Larus dominicanus,-54.83254796,-68.32169064,2021-09-26,233
Quetro volador,Tachyeres patachonicus,-54.83266727,-68.31983411,2021-09-26,233
Pato Crestón,Lophonetta specularioides,-54.83155425,-68.31113684,2021-09-26,233
Chingolo,Zonotrichia capensis,-54.83143346,-68.31196211,2021-09-26,233
Tero,Vanellus chilensis,-54.82097702,-68.32408261,2021-09-27,233
Gaviota cocinera,Larus dominicanus,-54.85477358,-68.41521636,2021-10-02,186
Ostrero austral,Haematopus leucopodus,-54.85420791,-68.41150467,2021-10-02,186
Gorrión Doméstico,Passer domesticus,-54.80657848,-68.30004423,2021-10-03,234
Tero,Vanellus chilensis,-53.7536236958,-67.7421876538,2021-09-05,1345
Loica,Leistes loyca,-53.7991367331,-67.7879185081,2021-09-05,1298
Pato Crestón,Lophonetta specularioides,-53.7921938564,-67.7586064507,2021-09-05,1299
Pato maicero,Anas georgica,-53.7899632679,-67.7619536823,2021-09-05,1299
Pato Crestón,Lophonetta specularioides,-53.7910263979,-67.7594742113,2021-09-05,1299
Tero,Vanellus chilensis,-53.8087363634,-67.7825349975,2021-09-05,1252
Chingolo,Zonotrichia capensis,-54.76266499,-68.30470125,2021-10-06,280
Chimango,Daptrius chimango,-54.76189257,-68.30685035,2021-10-06,279
Bandurria austral,Theristicus melanopis,-54.7580548,-68.31577593,2021-10-06,279
Zorzal patagónico,Turdus falcklandii,-54.76249637,-68.30560285,2021-10-06,279
Paloma Doméstica,Columba livia,-54.80063517,-68.31695392,2021-10-08,233
Gorrión Doméstico,Passer domesticus,-54.80128392,-68.31390879,2021-10-08,233
Cisne cuello negro,Cygnus melancoryphus,-54.83802209,-68.56256185,2021-10-09,230
Cachudito pico negro,Anairetes parulus,-54.83711394,-68.56271006,2021-10-09,230
Gaviota cocinera,Larus dominicanus,-54.83472487,-68.3465413,2021-10-10,233
Ostrero austral,Haematopus leucopodus,-54.83670261,-68.34880202,2021-10-10,233
Pato Overo,Mareca sibilatrix,-54.8376776,-68.34950526,2021-10-10,233
Sobrepuesto austral,Lessonia rufa,-54.83713363,-68.35192259,2021-10-10,233
Cisne cuello negro,Cygnus melancoryphus,-54.8354418472,-68.5634212891,2021-04-12,230
Comesebo patagónico,Phrygilus patagonicus,-54.84335534,-68.37582233,2021-10-11,187
Chingolo,Zonotrichia capensis,-54.84345309,-68.37581508,2021-10-11,187
Cormorán cuello negro,Leucocarbo magellanicus,-54.8594340103,-68.5602407896,2021-10-11,184
Pato Overo,Mareca sibilatrix,-54.818354243,-68.3195859498,2021-10-11,233
Martín pescador grande,Megaceryle torquata,-54.8750742999,-67.3330065432,2014-02-23,200
Garza bruja,Nycticorax nycticorax,-54.80932798,-68.30939491,2021-10-12,233
Remolinera araucana,Cinclodes patagonicus,-54.8090404833,-68.3079280744,2021-10-12,233
Chimango,Daptrius chimango,-54.8062705994,-68.3005447388,2018-02-12,234
Jote cabeza colorada,Cathartes aura,-54.79593363,-68.24281796,2021-10-14,234
Cachirla goteada,Anthus correndera,-54.81813686,-68.32042724,2021-10-15,233
Pato cuchara,Spatula platalea,-54.81789928,-68.32006142,2021-10-15,233
Golondrina patagónica,Tachycineta leucopyga,-54.81788676,-68.31998166,2021-10-15,233
Pato maicero,Anas georgica,-54.81776868,-68.31957445,2021-10-15,233
Comesebo patagónico,Phrygilus patagonicus,-54.81778436,-68.31981388,2021-10-15,233
Dormilona cara negra,Muscisaxicola maclovianus,-54.82075028,-68.32429933,2021-10-16,233
Golondrina patagónica,Tachycineta leucopyga,-54.81142634,-68.32980401,2021-10-21,233
Cisne cuello negro,Cygnus melancoryphus,-54.84538229,-68.57751646,2021-10-22,184
Macá grande,Podiceps major,-54.84505075,-68.57717629,2021-10-22,184
Chingolo,Zonotrichia capensis,-54.85528249,-68.57724029,2021-10-22,184
Zorzal patagónico,Turdus falcklandii,-54.85530375,-68.57728697,2021-10-22,184
Tordo patagónico,Curaeus curaeus,-54.85533063,-68.57739199,2021-10-22,184
Ratona,Troglodytes musculus,-54.85631031,-68.5744879,2021-10-22,184
Dormilona cara negra,Muscisaxicola maclovianus,-54.85680049,-68.57346629,2021-10-22,184
Águila mora,Geranoaetus melanoleucus,-54.85755249,-68.57110482,2021-10-22,184
Rayadito,Aphrastura spinicauda,-54.85947575,-68.56339084,2021-10-22,184
Tero,Vanellus chilensis,-54.820889475,-68.324207291,2021-10-22,233
Pato Overo,Mareca sibilatrix,-54.81759779,-68.31750246,2021-10-22,233
Pato Crestón,Lophonetta specularioides,-54.81728828,-68.3181564,2021-10-22,233
Gaviota cocinera,Larus dominicanus,-54.81727809,-68.31833862,2021-10-22,233
Pato maicero,Anas georgica,-54.81702335,-68.31891686,2021-10-22,233
Playerito unicolor,Calidris bairdii,-54.81704725,-68.31883207,2021-10-22,233
Quetro volador,Tachyeres patachonicus,-54.81712553,-68.31881495,2021-10-22,233
Remolinera araucana,Cinclodes patagonicus,-54.80887025,-68.30769375,2021-10-22,233
Cormorán cuello negro,Leucocarbo magellanicus,-54.80901758,-68.30798666,2021-10-22,233
Cabecitanegra austral,Spinus barbatus,-54.8321339229,-68.3618178964,2021-09-16,233
Chimango,Daptrius chimango,-54.8243079,-68.3254846,2021-10-22,233
Jote cabeza colorada,Cathartes aura,-54.79855327,-68.22858907,2021-10-23,235
Sobrepuesto austral,Lessonia rufa,-54.79868137,-68.22923145,2021-10-23,234
Comesebo patagónico,Phrygilus patagonicus,-54.79854955,-68.22844828,2021-10-23,235
Carancho,Caracara plancus,-54.78983357,-68.22172889,2021-10-23,281
Gorrión Doméstico,Passer domesticus,-54.78993811,-68.22172239,2021-10-23,281
Matamico blanco,Daptrius albogularis,-54.78991437,-68.22170628,2021-10-23,281
Ostrero austral,Haematopus leucopodus,-54.83792542,-68.35818542,2021-10-23,233
Playerito unicolor,Calidris bairdii,-54.83838621,-68.35559413,2021-10-23,233
Dormilona cara negra,Muscisaxicola maclovianus,-54.83799482,-68.35643824,2021-10-23,233
Remolinera parda,Cinclodes fuscus,-54.83800354,-68.35643413,2021-10-23,233
Petrel plateado,Fulmarus glacialoides,-54.80900431,-68.30755755,2021-10-23,233
Sobrepuesto austral,Lessonia rufa,-54.80889014,-68.30919932,2021-10-23,233
Cabecitanegra austral,Spinus barbatus,-54.8240361998,-68.3554806727,2021-10-23,233
Cabecitanegra austral,Spinus barbatus,-54.824117636,-68.3555050303,2021-10-23,233
Gaviota cocinera,Larus dominicanus,-54.7897938905,-68.2217475089,2021-10-23,281
Chingolo,Zonotrichia capensis,-54.7899015371,-68.221749929,2021-10-23,281
Diucón,Pyrope pyrope,-54.8174379851,-68.1898174713,2021-10-23,235
Cormorán imperial,Leucocarbo atriceps,-54.84143184,-68.25343348,2021-10-24,188
Paloma antártica,Chionis albus,-54.8414251,-68.25387708,2021-10-24,188
Gaviota cocinera,Larus dominicanus,-54.84151289,-68.25446914,2021-10-24,188
Comesebo patagónico,Phrygilus patagonicus,-54.81819286,-68.18645354,2021-10-24,235
Fiofío silbón,Elaenia albiceps,-54.8176429,-68.18649441,2021-10-24,235
Rayadito,Aphrastura spinicauda,-54.8175054,-68.18653824,2021-10-24,235
Ratona,Troglodytes musculus,-54.81768816,-68.18548124,2021-10-24,235
Diucón,Pyrope pyrope,-54.8021925755,-68.3595217899,2021-10-24,233
Bandurria austral,Theristicus melanopis,-54.8317038151,-68.4000142427,2021-10-24,232
Comesebo patagónico,Phrygilus patagonicus,-54.8305033991,-68.5630262335,2021-10-24,230
Dormilona cara negra,Muscisaxicola maclovianus,-54.83199558,-68.31067559,2021-10-25,233
Dormilona fraile,Muscisaxicola flavinucha,-54.83192478,-68.31062525,2021-10-25,233
Chingolo,Zonotrichia capensis,-54.83152842,-68.31215062,2021-10-25,233
Golondrina patagónica,Tachycineta leucopyga,-54.82953763,-68.32722632,2021-10-25,233
Pato Crestón,Lophonetta specularioides,-54.81218496,-68.31514379,2021-10-25,233
Gaviota cocinera,Larus dominicanus,-54.81219078,-68.31510139,2021-10-25,233
Ostrero austral,Haematopus leucopodus,-54.84436803,-68.37622402,2021-10-25,187
Remolinera araucana,Cinclodes patagonicus,-54.84596594,-68.37576008,2021-10-25,187
Remolinera parda,Cinclodes fuscus,-54.84668952,-68.37567753,2021-10-25,187
Pato Crestón,Lophonetta specularioides,-54.84525194,-68.3767006,2021-10-25,187
Pato cuchara,Spatula platalea,-54.83194573,-68.31009941,2021-10-25,233
Pato Colorado,Spatula cyanoptera,-54.83182491,-68.31030375,2021-10-25,233
Pato Overo,Mareca sibilatrix,-54.81723025,-68.31840422,2021-10-25,233
Garza bruja,Nycticorax nycticorax,-54.81763425,-68.31953451,2021-10-25,233
Pato Barcino,Anas flavirostris,-54.81775086,-68.3195258,2021-10-25,233
Petrel plateado,Fulmarus glacialoides,-54.8062571392,-68.2987843761,2021-10-25,234
Gorrión Doméstico,Passer domesticus,-54.824088077,-68.3555796451,2021-10-25,233
Gorrión Doméstico,Passer domesticus,-54.8116153748,-68.3243149146,2021-10-26,233
Gaviota cocinera,Larus dominicanus,-54.79774321,-68.22931235,2021-10-26,234
Gaviota cocinera,Larus dominicanus,-54.798699,-68.22912877,2021-10-26,234
Carancho,Caracara plancus,-54.8070474756,-68.2157390937,2021-10-27,235
