common_name,scientific_name,latitude,longitude,observed_on,grid_id
Chingolo,Zonotrichia capensis,-54.855278,-68.572778,2024-10-01,184
Quetro volador,Tachyeres patachonicus,-54.8349253,-68.4465053,2024-10-01,232
Picolezna patagónico,Pygarrhichas albogularis,-54.7990549,-68.3703118,2024-10-02,233
Comesebo patagónico,Phrygilus patagonicus,-54.7990549,-68.3703118,2024-10-02,233
Rayadito,Aphrastura spinicauda,-54.7990549,-68.3703118,2024-10-02,233
Tero,Vanellus chilensis,-54.8234025493,-68.3201175344,2013-02-13,233
Cisne cuello negro,Cygnus melancoryphus,-54.8366287261,-68.5645234311,2013-02-13,230
Zorzal patagónico,Turdus falcklandii,-54.8213230364,-68.3242213428,2019-12-23,233
Fiofío silbón,Elaenia albiceps,-54.3054199,-66.8325806,2020-01-06,759
Garza Bruja (obscurus),Nycticorax nycticorax,-54.7958759138,-68.2443287398,2020-11-01,234
Yal andino,Melanodera xanthogramma,-54.7866033312,-68.3957691211,2024-02-26,278
Cachaña,Enicognathus ferrugineus,-54.831512151,-68.348281248,2024-02-26,233
Gorrión Doméstico,Passer domesticus,-54.8313038899,-68.3481454397,2024-02-26,233
Cabecitanegra austral,Spinus barbatus,-54.8312981212,-68.348160992,2024-02-26,233
Chorlito pecho canela,Zonibyx modestus,-54.835797028,-68.3478218369,2024-02-26,233
Loica,Leistes loyca,-54.8372836507,-68.3512739087,2024-02-26,233
Loica,Leistes loyca,-54.8372817973,-68.3512639897,2024-02-26,233
Loica,Leistes loyca,-54.8372744908,-68.3511803416,2024-02-26,233
Tero,Vanellus chilensis,-54.8127824777,-68.3191460115,2024-02-25,233
Diucón,Pyrope pyrope,-54.8555521455,-68.5749953354,2024-02-24,184
Macá Cara Blanca,Rollandia rolland,-54.8152382485,-68.3185727902,2024-02-25,233
Zorzal patagónico,Turdus falcklandii,-54.8483213596,-68.4920281053,2024-02-24,185
Tero,Vanellus chilensis,-54.8345298156,-68.3454390924,2024-02-23,233
Ostrero austral,Haematopus leucopodus,-54.8344990687,-68.3421868086,2024-02-23,233
Bandurria austral,Theristicus melanopis,-54.8344551493,-68.3454460097,2024-02-23,233
Chingolo,Zonotrichia capensis,-54.83551767,-68.3495309225,2024-02-22,233
Pato Crestón,Lophonetta specularioides,-54.8372370472,-68.3493007277,2024-02-22,233
Playerito rabadilla blanca,Calidris fuscicollis,-54.8374379301,-68.3495056039,2024-02-22,233
Macá grande,Podiceps major,-54.8370361141,-68.3490678502,2024-02-22,233
Playerito rabadilla blanca,Calidris fuscicollis,-54.8371746102,-68.3493139981,2024-02-21,233
Playerito rabadilla blanca,Calidris fuscicollis,-54.8371677551,-68.349413689,2024-02-21,233
Gaviota capucho café,Chroicocephalus maculipennis,-54.8369716306,-68.349195018,2024-02-21,233
Pato Crestón,Lophonetta specularioides,-54.8372639578,-68.3496140162,2024-02-21,233
Gaviota cocinera,Larus dominicanus,-54.8351795005,-68.3460656354,2024-02-21,233
Chorlito pecho canela,Zonibyx modestus,-54.837135103,-68.3493587105,2024-02-21,233
Gaviotín sudamericano,Sterna hirundinacea,-54.8360058116,-68.3481340282,2024-02-20,233
Playerito rabadilla blanca,Calidris fuscicollis,-54.8360353796,-68.3480103137,2024-02-20,233
Playerito rabadilla blanca,Calidris fuscicollis,-54.8359977816,-68.3479255385,2024-02-20,233
Carancho,Caracara plancus,-54.8536934818,-68.5770296913,2024-10-10,184
Chimango,Daptrius chimango,-54.8095721438,-68.3225114644,2024-10-11,233
Bandurria austral,Theristicus melanopis,-54.8109903406,-68.3247031644,2024-10-12,233
Macá grande,Podiceps major,-54.5108893,-67.1929895,2024-10-06,570
Quetro volador,Tachyeres patachonicus,-54.5108893,-67.1929895,2024-10-06,570
Gaviota cocinera,Larus dominicanus,-54.5108893,-67.1929895,2024-10-06,570
Pato capuchino,Spatula versicolor,-54.5978554679,-67.6354739886,2024-10-13,472
Remolinera araucana,Cinclodes patagonicus,-54.8092377252,-68.3085167872,2024-03-12,233
Remolinera araucana,Cinclodes patagonicus,-54.8092377252,-68.3085167872,2024-03-12,233
Remolinera araucana,Cinclodes patagonicus,-54.8092377252,-68.3085167872,2024-03-12,233
Comesebo patagónico,Phrygilus patagonicus,-54.8393822469,-68.3124763146,2024-10-15,187
Cachudito pico negro,Anairetes parulus,-54.8554447912,-68.5735949246,2023-12-19,184
Coscoroba,Coscoroba coscoroba,-54.1858954402,-67.2504472565,2024-09-16,891
Pato Barcino,Anas flavirostris,-54.1565045531,-67.3798189467,2024-09-20,936
Halconcito colorado,Falco sparverius,-54.1557014561,-67.379029036,2024-09-20,936
Coscoroba,Coscoroba coscoroba,-54.1434513302,-67.3010947708,2024-09-21,937
Pato Crestón,Lophonetta specularioides,-54.1563135134,-67.3929336075,2024-09-20,935
Pato maicero,Anas georgica,-54.1553016815,-67.4087937117,2024-09-20,935
Dormilona cara negra,Muscisaxicola maclovianus,-54.166628912,-67.3219075954,2024-09-21,890
Tero,Vanellus chilensis,-54.1434513302,-67.3010947708,2024-09-21,937
Garza Bruja (obscurus),Nycticorax nycticorax,-54.2065212907,-67.2626892354,2024-10-08,891
Pato maicero,Anas georgica,-54.1798246745,-67.3822228672,2024-10-13,890
Pato Crestón,Lophonetta specularioides,-54.1798246745,-67.3822228672,2024-10-13,890
Gaviota cocinera,Larus dominicanus,-54.1798246745,-67.3822228672,2024-10-13,890
Pato Barcino,Anas flavirostris,-54.1798246745,-67.3822228672,2024-10-13,890
Águila mora,Geranoaetus melanoleucus,-54.7910192576,-68.2227344953,2018-03-08,281
Carancho,Caracara plancus,-54.8214299219,-68.1589444614,2024-03-16,235
Carancho,Caracara plancus,-54.8214271947,-68.1589659192,2024-03-16,235
Carancho,Caracara plancus,-54.821409015,-68.1589471439,2024-03-16,235
Ostrero negro,Haematopus ater,-54.8208173453,-68.1576422492,2024-03-16,235
Cormorán imperial,Leucocarbo atriceps,-54.8207231392,-68.1645381185,2024-03-16,235
Carancho,Caracara plancus,-54.8215164272,-68.1585990608,2024-03-16,235
Loica,Leistes loyca,-54.8205848351,-68.1641886858,2024-03-16,235
Pato maicero,Anas georgica,-54.8205333425,-68.1646092425,2024-03-16,235
Diucón,Pyrope pyrope,-54.8186966055,-68.1699326852,2024-03-16,235
Golondrina patagónica,Tachycineta leucopyga,-54.8199460208,-68.1697294723,2024-03-16,235
Rayadito,Aphrastura spinicauda,-54.8184590388,-68.172561965,2024-03-16,235
Tero,Vanellus chilensis,-54.812111591,-68.3197214351,2024-03-15,233
Remolinera parda,Cinclodes fuscus,-54.8140103636,-68.3183312304,2024-03-15,233
Tero,Vanellus chilensis,-54.8122898144,-68.3195521976,2024-03-15,233
Gorrión Doméstico,Passer domesticus,-54.8092258641,-68.3083848834,2024-03-13,233
Cormorán cuello negro,Leucocarbo magellanicus,-54.8097419899,-68.3105641459,2024-03-13,233
Pato Crestón,Lophonetta specularioides,-54.8115739554,-68.3180714871,2024-03-13,233
Playerito rabadilla blanca,Calidris fuscicollis,-54.837047474,-68.3496943151,2024-03-09,233
Pato maicero,Anas georgica,-54.8169634,-68.3185788936,2024-03-08,233
Pato Barcino,Anas flavirostris,-54.8169539265,-68.3185611024,2024-03-08,233
Diucón,Pyrope pyrope,-54.8176978949,-68.3197385961,2024-03-08,233
Gaviota cocinera,Larus dominicanus,-54.8803251479,-67.7221586471,2024-03-07,195
Gaviota cocinera,Larus dominicanus,-54.8798197154,-67.7220551518,2024-03-07,195
Cachudito pico negro,Anairetes parulus,-54.8796649618,-67.7219172133,2024-03-07,195
Gaviota cocinera,Larus dominicanus,-54.8801070652,-67.7182074223,2024-03-07,195
Becasina Patagónica,Gallinago magellanica,-54.8179146149,-68.3202226624,2024-03-05,233
Sobrepuesto austral,Lessonia rufa,-54.8140997883,-68.3184026902,2024-03-05,233
Becasina Patagónica,Gallinago magellanica,-54.8179126996,-68.3202604693,2024-03-03,233
Gaviotín sudamericano,Sterna hirundinacea,-54.8140343503,-68.3180816238,2024-03-03,233
Remolinera chica,Cinclodes oustaleti,-54.8092190631,-68.308334107,2024-03-03,233
Chimango,Daptrius chimango,-54.8092415491,-68.308441253,2024-03-03,233
Remolinera chica,Cinclodes oustaleti,-54.8092537902,-68.3084565605,2024-03-03,233
Gorrión Doméstico,Passer domesticus,-54.8092426579,-68.3084656123,2024-03-03,233
Garza bruja,Nycticorax nycticorax,-54.8091954138,-68.3085796785,2024-03-03,233
Gorrión Doméstico,Passer domesticus,-54.8092091898,-68.30857815,2024-03-03,233
Gaviota capucho café,Chroicocephalus maculipennis,-54.8096411665,-68.3104824441,2024-03-03,233
Gaviotín sudamericano,Sterna hirundinacea,-54.8097669228,-68.3106996195,2024-03-03,233
Garza bruja,Nycticorax nycticorax,-54.8105829566,-68.3137286142,2024-03-03,233
Zorzal patagónico,Turdus falcklandii,-54.8145218608,-68.539609511,2024-03-02,230
Zorzal patagónico,Turdus falcklandii,-54.8179970045,-68.5531326383,2024-03-02,230
Picolezna patagónico,Pygarrhichas albogularis,-54.8179911016,-68.5530830539,2024-03-02,230
Playerito rabadilla blanca,Calidris fuscicollis,-54.8383847792,-68.3575978256,2024-02-28,233
Golondrina tijerita,Hirundo rustica,-54.8183159649,-68.31928692,2024-10-21,233
Chimango,Daptrius chimango,-54.8353133333,-68.56198,2024-10-20,230
Tero,Vanellus chilensis,-54.1798246745,-67.3822228672,2024-10-19,890
Pato maicero,Anas georgica,-54.1748015921,-67.3654346454,2024-10-19,890
Sobrepuesto austral,Lessonia rufa,-54.158153617,-67.2776979003,2024-10-19,937
Pato Barcino,Anas flavirostris,-54.1574265547,-67.278276854,2024-10-19,937
Garza bruja,Nycticorax nycticorax,-54.1748015921,-67.3654346454,2024-10-22,890
Playero Zancudo,Calidris himantopus,-54.1731939354,-67.3597698166,2024-10-22,890
Pico de plata,Hymenops perspicillatus,-54.1765498872,-67.298466072,2024-10-22,891
Golondrina tijerita,Hirundo rustica,-54.1748015921,-67.3654346454,2024-10-22,890
,Daptrius chimango,-54.8718719,-67.4210587,2024-10-20,199
Loica,Leistes loyca,-54.8718719,-67.4210587,2024-10-20,199
Quetro volador,Tachyeres patachonicus,-54.81702743,-68.31887235,2024-10-29,233
,Zonotrichia capensis,-54.7941537332,-68.3015786484,2023-10-30,234
Escúa Antártica,Stercorarius antarcticus,-54.7929710913,-68.3070709521,2023-10-30,279
Remolinera parda,Cinclodes fuscus,-54.7997003806,-68.297457915,2023-10-30,234
Picolezna patagónico,Pygarrhichas albogularis,-54.786081803,-68.3008907024,2023-11-22,280
Zorzal patagónico,Turdus falcklandii,-54.7882918577,-68.3012340199,2023-11-22,280
Rayadito,Aphrastura spinicauda,-54.777502442,-68.3064429065,2023-11-22,279
Quetro volador,Tachyeres patachonicus,-54.8161804393,-68.3170859014,2023-11-22,233
Pato Crestón,Lophonetta specularioides,-54.8142021599,-68.3177725469,2023-11-22,233
Pato Crestón,Lophonetta specularioides,-54.8136086571,-68.3181158697,2023-11-22,233
Tero,Vanellus chilensis,-54.8114107886,-68.3125643332,2023-11-22,233
Pato cuchara,Spatula platalea,-54.8143942818,-68.3162550502,2023-11-22,233
Gaviotín sudamericano,Sterna hirundinacea,-54.8129428289,-68.316855865,2023-11-22,233
Pato cuchara,Spatula platalea,-54.8159103042,-68.3158258968,2023-11-22,233
Sobrepuesto austral,Lessonia rufa,-54.8146901348,-68.313293666,2023-11-22,233
Tero,Vanellus chilensis,-54.8149371767,-68.3134224414,2023-11-22,233
Carancho,Caracara plancus,-54.8106341628,-68.3133359015,2023-11-22,233
,Daptrius chimango,-54.80333,-68.2986133333,2024-10-31,234
Gorrión Doméstico,Passer domesticus,-54.8050583333,-68.3061833333,2024-10-31,233
Cormorán cuello negro,Leucocarbo magellanicus,-54.8319,-68.3238,2024-10-31,233
,Vanellus chilensis,-54.81142,-68.31845,2024-10-31,233
Sobrepuesto austral,Lessonia rufa,-54.84693322,-68.48014678,2024-11-02,185
Cachaña,Enicognathus ferrugineus,-54.84413,-68.56948,2024-11-02,184
Cormorán cuello negro,Leucocarbo magellanicus,-54.812978051,-68.3141778409,2024-11-03,233
Cormorán imperial,Leucocarbo atriceps,-54.8101958474,-68.3131441846,2024-11-03,233
Zorzal patagónico,Turdus falcklandii,-54.845938949,-68.5796816647,2024-11-03,184
Quetro volador,Tachyeres patachonicus,-54.8093972809,-68.3064165339,2024-11-03,233
Garza bruja,Nycticorax nycticorax,-54.8102582559,-68.3134771138,2024-11-03,233
Pitotoy grande,Tringa melanoleuca,-53.7187044942,-68.0358411389,2024-11-04,1341
Pitotoy chico,Tringa flavipes,-53.7184751434,-68.0362286628,2024-11-04,1341
Pato cuchara,Spatula platalea,-53.7190613,-68.0359694,2024-11-04,1341
Gallareta chica,Fulica leucoptera,-53.7190613,-68.0359694,2024-11-04,1341
Dormilona cara negra,Muscisaxicola maclovianus,-54.78777,-68.2387616667,2024-10-27,280
Carancho,Caracara plancus,-54.6919216667,-68.1276333333,2024-11-05,374
Sobrepuesto austral,Lessonia rufa,-54.8375186322,-68.3499993526,2024-11-06,233
Garza Bruja (obscurus),Nycticorax nycticorax,-54.8072519128,-68.3018135279,2024-11-05,234
Garza Bruja (obscurus),Nycticorax nycticorax,-54.8113133333,-68.316995,2024-11-07,233
Cormorán imperial,Leucocarbo atriceps,-54.8104693779,-68.3008066444,2024-11-07,234
Carancho,Caracara plancus,-54.8454966667,-68.5800466667,2024-11-07,184
Pato Crestón,Lophonetta specularioides,-54.81767,-68.32685,2024-11-07,233
Quetro volador,Tachyeres patachonicus,-54.8117964223,-68.3164561777,2024-11-07,233
Becasina Patagónica,Gallinago magellanica,-54.8182341273,-68.3207056276,2024-11-07,233
Tero,Vanellus chilensis,-54.8114834286,-68.3176739006,2024-11-07,233
Cachirla goteada,Anthus correndera,-54.8176861103,-68.3190631563,2024-11-07,233
Pato Crestón,Lophonetta specularioides,-54.82147,-68.322041,2024-11-09,233
Pato Crestón,Lophonetta specularioides,-54.8137048701,-68.3187717944,2024-11-11,233
Pato Crestón,Lophonetta specularioides,-54.8135416667,-68.3189166667,2024-11-11,233
Pingüino de vincha,Pygoscelis papua,-54.8880770225,-67.2364558652,2024-11-11,156
Quetro volador,Tachyeres patachonicus,-54.9047833522,-68.574355093,2024-11-10,138
Gorrión Doméstico,Passer domesticus,-54.81122,-68.3347533333,2024-11-12,233
Gaviota cocinera,Larus dominicanus,-54.8066716667,-68.301645,2024-11-06,234
Gorrión Doméstico,Passer domesticus,-54.806975,-68.304925,2024-11-06,233
Comesebo patagónico,Phrygilus patagonicus,-54.6921462794,-68.1296800822,2024-11-12,374
Chimango,Daptrius chimango,-54.7120636529,-68.1191899627,2024-11-12,328
Bandurria austral,Theristicus melanopis,-54.8464609373,-68.4808130935,2024-11-15,185
Cormorán cuello negro,Leucocarbo magellanicus,-54.8349253,-68.4465053,2024-01-15,232
Gaviota cocinera,Larus dominicanus,-54.806805807,-68.300418252,2024-11-17,234
Jote cabeza colorada,Cathartes aura,-54.7990262698,-68.277256228,2024-11-17,234
Gaviota cocinera,Larus dominicanus,-54.7990117746,-68.2773209363,2024-11-17,234
,Vanellus chilensis,-54.8366492087,-68.3498126013,2024-11-06,233
Pato Crestón,Lophonetta specularioides,-54.8366492087,-68.3498126013,2024-11-06,233
Ostrero negro,Haematopus ater,-54.8366492087,-68.3498126013,2024-11-06,233
Sobrepuesto austral,Lessonia rufa,-54.8366492087,-68.3498126013,2024-11-06,233
Pato Overo,Mareca sibilatrix,-54.8366492087,-68.3498126013,2024-11-06,233
Playerito rabadilla blanca,Calidris fuscicollis,-54.8366492087,-68.3498126013,2024-11-06,233
Ostrero austral,Haematopus leucopodus,-54.8366492087,-68.3498126013,2024-11-06,233
Cormorán imperial,Leucocarbo atriceps,-54.80825,-68.3027277778,2024-11-06,234
Biguá,Nannopterum brasilianum,-54.80825,-68.3027277778,2024-11-06,234
Cormorán imperial,Leucocarbo atriceps,-54.8086805556,-68.3010027778,2024-11-06,234
Petrel plateado,Fulmarus glacialoides,-54.8796,-67.863875,2024-11-06,193
Gaviotín sudamericano,Sterna hirundinacea,-54.8796,-67.863875,2024-11-06,193
Gaviotín sudamericano,Sterna hirundinacea,-54.896780308,-67.7002578512,2024-11-06,149
Águila mora,Geranoaetus melanoleucus,-54.7981656088,-68.2281760576,2024-11-06,235
Matamico blanco,Daptrius albogularis,-54.7981656088,-68.2281760576,2024-11-06,235
Carancho,Caracara plancus,-54.7981656088,-68.2281760576,2024-11-06,235
Cabecitanegra austral,Spinus barbatus,-54.7981656088,-68.2281760576,2024-11-06,235
Comesebo patagónico,Phrygilus patagonicus,-54.7981656088,-68.2281760576,2024-11-06,235
Águila mora,Geranoaetus melanoleucus,-54.7981656088,-68.2281760576,2024-11-06,235
Bandurria austral,Theristicus melanopis,-54.8370055261,-68.3493629636,2024-11-07,233
,Zonotrichia capensis,-54.8370055261,-68.3493629636,2024-11-07,233
Pato Crestón,Lophonetta specularioides,-54.8370055261,-68.3493629636,2024-11-07,233
Cabecitanegra austral,Spinus barbatus,-54.8370055261,-68.3493629636,2024-11-07,233
,Vanellus chilensis,-54.8370055261,-68.3493629636,2024-11-07,233
Sobrepuesto austral,Lessonia rufa,-54.8370055261,-68.3493629636,2024-11-07,233
Gaviotín sudamericano,Sterna hirundinacea,-54.8370055261,-68.3493629636,2024-11-07,233
Cormorán imperial,Leucocarbo atriceps,-54.8370055261,-68.3493629636,2024-11-07,233
Golondrina patagónica,Tachycineta leucopyga,-54.8370055261,-68.3493629636,2024-11-07,233
Quetro volador,Tachyeres patachonicus,-54.8370055261,-68.3493629636,2024-11-07,233
Quetro volador,Tachyeres patachonicus,-54.8370055261,-68.3493629636,2024-11-07,233
Quetro volador,Tachyeres patachonicus,-54.8370055261,-68.3493629636,2024-11-07,233
Quetro volador,Tachyeres patachonicus,-54.8370055261,-68.3493629636,2024-11-07,233
Gaviota cocinera,Larus dominicanus,-54.8370055261,-68.3493629636,2024-11-07,233
Quetro volador,Tachyeres patachonicus,-54.8370055261,-68.3493629636,2024-11-07,233
Quetro volador,Tachyeres patachonicus,-54.8370055261,-68.3493629636,2024-11-07,233
Quetro volador,Tachyeres patachonicus,-54.8370055261,-68.3493629636,2024-11-07,233
Ostrero austral,Haematopus leucopodus,-54.8370055261,-68.3493629636,2024-11-07,233
Diucón,Pyrope pyrope,-54.8421527778,-68.5133527778,2024-11-07,185
Zorzal patagónico,Turdus falcklandii,-54.8421527778,-68.5133527778,2024-11-07,185
Rayadito,Aphrastura spinicauda,-54.8303027778,-68.5629722222,2024-11-07,230
Zorzal patagónico,Turdus falcklandii,-54.8303027778,-68.5629722222,2024-11-07,230
Ratona,Troglodytes musculus,-54.8303027778,-68.5629722222,2024-11-07,230
Macá grande,Podiceps major,-54.8330083333,-68.5635222222,2024-11-07,230
,Zonotrichia capensis,-54.8529555556,-68.592025,2024-11-07,184
Cachaña,Enicognathus ferrugineus,-54.8301666667,-68.5628138889,2024-11-07,230
Rayadito,Aphrastura spinicauda,-54.8301666667,-68.5628138889,2024-11-07,230
Dormilona cara negra,Muscisaxicola maclovianus,-54.8456161773,-68.580004307,2024-11-07,184
Carancho,Caracara plancus,-54.8456161773,-68.580004307,2024-11-07,184
Comesebo patagónico,Phrygilus patagonicus,-54.8456161773,-68.580004307,2024-11-07,184
,Zonotrichia capensis,-54.8456161773,-68.580004307,2024-11-07,184
Dormilona cara negra,Muscisaxicola maclovianus,-54.8108861111,-68.3150166667,2024-11-08,233
Pato Crestón,Lophonetta specularioides,-54.8082805556,-68.308625,2024-11-08,233
Remolinera araucana,Cinclodes patagonicus,-54.8082805556,-68.308625,2024-11-08,233
Gaviotín sudamericano,Sterna hirundinacea,-54.8082805556,-68.308625,2024-11-08,233
Jote cabeza colorada,Cathartes aura,-54.7962222222,-68.2351444444,2024-11-08,234
Pato Overo,Mareca sibilatrix,-54.7962222222,-68.2351444444,2024-11-08,234
Becasina Patagónica,Gallinago magellanica,-54.8172924,-68.3171792042,2024-11-08,233
Pato cuchara,Spatula platalea,-54.8172924,-68.3171792042,2024-11-08,233
Pato Barcino,Anas flavirostris,-54.8172924,-68.3171792042,2024-11-08,233
Gaviotín sudamericano,Sterna hirundinacea,-54.8172924,-68.3171792042,2024-11-08,233
Pato Crestón,Lophonetta specularioides,-54.8172924,-68.3171792042,2024-11-08,233
Cachirla goteada,Anthus correndera,-54.8172924,-68.3171792042,2024-11-08,233
Pato maicero,Anas georgica,-54.8172924,-68.3171792042,2024-11-08,233
Pato Barcino,Anas flavirostris,-54.8172924,-68.3171792042,2024-11-08,233
Bandurria austral,Theristicus melanopis,-54.843655,-68.5616916667,2024-11-19,184
Playerito rabadilla blanca,Calidris fuscicollis,-54.8350314391,-68.312063925,2024-11-19,233
Garza Bruja (obscurus),Nycticorax nycticorax,-54.855605,-68.5923783333,2024-11-19,184
